codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;cap;sigla_provincia;denominazione_provincia;tipologia_provincia;codice_regione;denominazione_regione;tipologia_regione;ripartizione_geografica;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq
091066;Ortueri;Ortueri;;08036;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;G146;40,0362435;8,9854523;38,7906
091067;Orune;Orune;;08020;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;G147;40,4058788;9,3699717;128,2488
091068;Osidda;Osidda;;08020;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;G154;40,5239688;9,2188584;26,0002
091069;Osini;Osini;;08040;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;G158;39,8222848;9,4972066;39,5498
091070;Ottana;Ottana;;08020;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;G191;40,2348697;9,0463516;45,3419
091071;Ovodda;Ovodda;;08020;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;G201;40,0961338;9,1613036;40,8453
091072;Perdasdefogu;Perdasdefogu;;08046;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;G445;39,6779621;9,4413391;78,0903
091073;Posada;Posada;;08020;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;G929;40,6329286;9,7177774;33,0856
091077;Sarule;Sarule;;08020;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;I448;40,2287166;9,1662131;52,5405
091083;Silanus;Silanus;;08017;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;I730;40,2903694;8,8894473;48,1514
091084;Sindia;Sindia;;08018;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;I748;40,2957950;8,6594559;58,8185
091085;Siniscola;Siniscola;;08029;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;I751;40,5736604;9,6948884;196,8252
091086;Sorgono;Sorgono;;08038;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;I851;40,0278091;9,1037459;55,9871
091088;Talana;Talana;;08040;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;L036;40,0410662;9,4970216;118,7005
091089;Tertenia;Tertenia;;08047;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;L140;39,6968893;9,5772222;117,7256
091090;Teti;Teti;;08030;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;L153;40,0963489;9,1177740;44,1337
091091;Tiana;Tiana;;08020;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;L160;40,0674316;9,1490307;19,0630
091093;Tonara;Tonara;;08039;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;L202;40,0246859;9,1735533;52,2172
091094;Torpè;Torpè;;08020;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;L231;40,6285523;9,6785174;92,3598
091095;Tortolì;Tortolì;;08048;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;A355;39,9263329;9,6562323;40,4156
091097;Triei;Triei;;08040;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;L423;40,0376735;9,6403947;32,8492
091098;Ulassai;Ulassai;;08040;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;L489;39,8115257;9,4999928;122,3609
091099;Urzulei;Urzulei;;08040;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;L506;40,0918873;9,5055061;129,6323
091100;Ussassai;Ussassai;;08040;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;L514;39,8098040;9,3940859;47,4295
091101;"Villagrande Strisaili";"Villagrande Strisaili";;08049;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;L953;39,9608797;9,5058374;210,2386
091103;Cardedu;Cardedu;;08040;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;M285;39,7958404;9,6250604;33,4594
091104;Lodine;Lodine;;08020;NU;Nuoro;Provincia;20;Sardegna;"statuto speciale";Isole;NO;E649;40,1477574;9,2194270;7,8026
092003;Assemini;Assemini;;09032;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;A474;39,2896239;9,0064108;118,3218
092009;Cagliari;Cagliari;;09121;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;SI;B354;39,2152268;9,1106174;84,9156
092009;Cagliari;Cagliari;;09122;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;SI;B354;39,2152268;9,1106174;84,9156
092009;Cagliari;Cagliari;;09123;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;SI;B354;39,2152268;9,1106174;84,9156
092009;Cagliari;Cagliari;;09124;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;SI;B354;39,2152268;9,1106174;84,9156
092009;Cagliari;Cagliari;;09125;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;SI;B354;39,2152268;9,1106174;84,9156
092009;Cagliari;Cagliari;;09126;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;SI;B354;39,2152268;9,1106174;84,9156
092009;Cagliari;Cagliari;;09127;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;SI;B354;39,2152268;9,1106174;84,9156
092009;Cagliari;Cagliari;;09128;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;SI;B354;39,2152268;9,1106174;84,9156
092009;Cagliari;Cagliari;;09129;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;SI;B354;39,2152268;9,1106174;84,9156
092009;Cagliari;Cagliari;;09131;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;SI;B354;39,2152268;9,1106174;84,9156
092009;Cagliari;Cagliari;;09134;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;SI;B354;39,2152268;9,1106174;84,9156
092011;Capoterra;Capoterra;;09012;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;B675;39,1738289;8,9743512;68,3273
092015;Decimomannu;Decimomannu;;09033;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;D259;39,3112283;8,9659473;27,9950
092037;Maracalagonis;Maracalagonis;;09069;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;E903;39,2848068;9,2284156;101,9098
092050;Pula;Pula;;09050;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;H088;39,0108695;9,0004006;138,8054
092051;"Quartu Sant'Elena";"Quartu Sant'Elena";;09045;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;H118;39,2409207;9,1853448;96,1551
092066;Sarroch;Sarroch;;09018;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;I443;39,0635271;9,0116008;68,3268
092068;Selargius;Selargius;;09047;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;I580;39,2537196;9,1651890;26,6759
092074;Sestu;Sestu;;09028;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;I695;39,2998158;9,0921102;48,3672
092075;"Settimo San Pietro";"Settimo San Pietro";;09060;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;I699;39,2916869;9,1840736;23,0848
092080;Sinnai;Sinnai;;09048;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;I752;39,2968627;9,2059574;224,0890
092090;Uta;Uta;;09068;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;L521;39,2918858;8,9541303;134,5601
092099;"Villa San Pietro";"Villa San Pietro";;09050;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;I118;39,0334279;8,9950738;40,2756
092105;Quartucciu;Quartucciu;;09044;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;H119;39,2539502;9,1802767;27,7490
092108;Elmas;Elmas;;09067;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;D399;39,2707024;9,0490807;14,0078
092109;Monserrato;Monserrato;;09042;CA;Cagliari;"Citta metropolitana";20;Sardegna;"statuto speciale";Isole;NO;F383;39,2590950;9,1375189;6,5140
093001;Andreis;Andreis;;33080;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;A283;46,2018822;12,6145355;27,1496
093002;Arba;Arba;;33090;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;A354;46,1462206;12,7905022;15,4566
093004;Aviano;Aviano;;33081;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;A516;46,0670312;12,5883503;113,3703
093005;"Azzano Decimo";"Azzano Decimo";;33082;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;A530;45,8810710;12,7148590;51,5640
093006;Barcis;Barcis;;33080;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;A640;46,1910542;12,5600577;103,5713
093007;Brugnera;Brugnera;;33070;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;B215;45,8991158;12,5367092;29,3553
093008;Budoia;Budoia;;33070;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;B247;46,0427509;12,5322553;37,2530
093009;Caneva;Caneva;;33070;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;B598;45,9688455;12,4489172;41,8896
093010;"Casarsa della Delizia";"Casarsa della Delizia";;33072;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;B940;45,9570701;12,8421526;20,5343
093011;"Castelnovo del Friuli";"Castelnovo del Friuli";;33090;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;C217;46,1998527;12,9032116;22,6638
093012;"Cavasso Nuovo";"Cavasso Nuovo";;33092;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;C385;46,1948477;12,7713806;10,6174
093013;Chions;Chions;;33083;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;C640;45,8623672;12,7524155;33,1289
093014;Cimolais;Cimolais;;33080;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;C699;46,2880889;12,4378051;100,9842
093015;Claut;Claut;;33080;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;C790;46,2675228;12,5136560;165,9270
093016;Clauzetto;Clauzetto;;33090;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;C791;46,2300810;12,9170536;28,7216
093017;Cordenons;Cordenons;;33084;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;C991;45,9885428;12,7075933;56,4599
093018;Cordovado;Cordovado;;33075;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;C993;45,8499475;12,8824814;12,1281
093019;"Erto e Casso";"Erto e Casso";;33080;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;D426;46,2784511;12,3727673;52,2407
093020;Fanna;Fanna;;33092;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;D487;46,1878686;12,7545229;10,2610
093021;"Fiume Veneto";"Fiume Veneto";;33080;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;D621;45,9281652;12,7345360;35,3646
093022;Fontanafredda;Fontanafredda;;33074;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;D670;45,9886791;12,5477521;46,3488
093024;Frisanco;Frisanco;;33080;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;D804;46,2127524;12,7235961;60,8178
093025;Maniago;Maniago;;33085;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;E889;46,1707520;12,7079941;69,2116
093026;Meduno;Meduno;;33092;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;F089;46,2176164;12,7884747;31,8794
093027;"Montereale Valcellina";"Montereale Valcellina";;33086;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;F596;46,1551869;12,6562713;67,6997
093028;"Morsano al Tagliamento";"Morsano al Tagliamento";;33075;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;F750;45,8583120;12,9290204;32,3080
093029;"Pasiano di Pordenone";"Pasiano di Pordenone";;33087;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;G353;45,8515717;12,6278570;45,4905
093030;"Pinzano al Tagliamento";"Pinzano al Tagliamento";;33094;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;G680;46,1829797;12,9462277;21,6266
093031;Polcenigo;Polcenigo;;33070;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;G780;46,0303242;12,5018028;49,8980
093032;Porcia;Porcia;;33080;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;G886;45,9580573;12,6115006;29,3547
093033;Pordenone;Pordenone;;33170;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;SI;G888;45,9541959;12,6600751;38,3996
093034;"Prata di Pordenone";"Prata di Pordenone";;33080;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;G994;45,8943238;12,5968116;22,8561
093035;Pravisdomini;Pravisdomini;;33076;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;H010;45,8178502;12,6931706;16,5656
093036;"Roveredo in Piano";"Roveredo in Piano";;33080;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;H609;46,0092917;12,6181222;15,8861
093037;Sacile;Sacile;;33077;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;H657;45,9544236;12,5028836;32,9166
093038;"San Giorgio della Richinvelda";"San Giorgio della Richinvelda";;33095;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;H891;46,0455288;12,8666077;47,9249
093039;"San Martino al Tagliamento";"San Martino al Tagliamento";;33098;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;H999;46,0209766;12,8639794;17,9430
093040;"San Quirino";"San Quirino";;33080;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;I136;46,0365688;12,6806520;51,5827
093041;"San Vito al Tagliamento";"San Vito al Tagliamento";;33078;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;I403;45,9156105;12,8554146;60,9353
093042;Sequals;Sequals;;33090;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;I621;46,1654092;12,8277766;27,5259
093043;"Sesto al Reghena";"Sesto al Reghena";;33079;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;I686;45,8482366;12,8159022;40,2229
093044;Spilimbergo;Spilimbergo;;33097;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;I904;46,1122448;12,9057541;72,0445
093045;"Tramonti di Sopra";"Tramonti di Sopra";;33090;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;L324;46,3098226;12,7896173;124,8185
093046;"Tramonti di Sotto";"Tramonti di Sotto";;33090;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;L325;46,2851408;12,7956145;85,7923
093047;Travesio;Travesio;;33090;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;L347;46,1959902;12,8709116;28,2695
093049;"Vito d'Asio";"Vito d'Asio";;33090;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;M085;46,2333381;12,9586269;53,5289
093050;Vivaro;Vivaro;;33099;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;M096;46,0781082;12,7755920;37,6422
093051;Zoppola;Zoppola;;33080;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;M190;45,9659814;12,7722381;45,4898
093052;Vajont;Vajont;;33080;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;M265;46,1462734;12,6978451;1,6865
093053;"Valvasone Arzene";"Valvasone Arzene";;33098;PN;Pordenone;"Unità non amministrativa";06;"Friuli-Venezia Giulia";"statuto speciale";Nord-est;NO;M346;45,9962529;12,8619335;29,5801
094001;"Acquaviva d'Isernia";"Acquaviva d'Isernia";;86080;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;A051;41,6712663;14,1497435;13,4534
094002;Agnone;Agnone;;86081;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;A080;41,8062197;14,3668467;96,3473
094003;"Bagnoli del Trigno";"Bagnoli del Trigno";;86091;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;A567;41,7042336;14,4581096;36,9647
094004;"Belmonte del Sannio";"Belmonte del Sannio";;86080;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;A761;41,8251165;14,4235884;20,6011
094005;"Cantalupo nel Sannio";"Cantalupo nel Sannio";;86092;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;B630;41,5218442;14,3921665;15,9042
094006;Capracotta;Capracotta;;86082;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;B682;41,8339090;14,2642223;42,4927
094007;Carovilli;Carovilli;;86083;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;B810;41,7132931;14,2950481;41,9002
094008;Carpinone;Carpinone;;86093;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;B830;41,5881276;14,3270254;32,3020
094009;"Castel del Giudice";"Castel del Giudice";;86080;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;C082;41,8541623;14,2317792;15,1132
094010;Castelpetroso;Castelpetroso;;86090;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;C246;41,5591435;14,3454790;22,8018
094011;Castelpizzuto;Castelpizzuto;;86090;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;C247;41,5214584;14,2926432;15,4156
094012;"Castel San Vincenzo";"Castel San Vincenzo";;86071;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;C270;41,6550789;14,0631844;21,8621
094013;Castelverrino;Castelverrino;;86080;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;C200;41,7683845;14,3974362;6,3805
094014;"Cerro al Volturno";"Cerro al Volturno";;86072;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;C534;41,6539464;14,1029427;23,8002
094015;Chiauci;Chiauci;;86097;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;C620;41,6779420;14,3855333;15,5837
094016;"Civitanova del Sannio";"Civitanova del Sannio";;86094;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;C769;41,6678067;14,4036339;50,1595
094017;"Colli a Volturno";"Colli a Volturno";;86073;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;C878;41,5992215;14,1034325;25,1146
094018;"Conca Casale";"Conca Casale";;86070;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;C941;41,4942120;14,0066611;14,8027
094019;Filignano;Filignano;;86074;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;D595;41,5453277;14,0561852;30,8707
094020;"Forlì del Sannio";"Forlì del Sannio";;86084;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;D703;41,6952319;14,1812608;32,3504
094021;Fornelli;Fornelli;;86070;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;D715;41,6057627;14,1409222;23,2144
094022;Frosolone;Frosolone;;86095;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;D811;41,6013771;14,4498773;49,7628
094023;Isernia;Isernia;;86170;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;SI;E335;41,5875657;14,2260998;68,8032
094024;Longano;Longano;;86090;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;E669;41,5217511;14,2464643;27,4988
094025;"Macchia d'Isernia";"Macchia d'Isernia";;86070;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;E778;41,5624695;14,1673858;17,6016
094026;Macchiagodena;Macchiagodena;;86096;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;E779;41,5596172;14,4057652;34,2413
094027;Miranda;Miranda;;86080;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;F239;41,6414241;14,2481979;22,2112
094028;Montaquila;Montaquila;;86070;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;F429;41,5661086;14,1170292;25,5795
094029;"Montenero Val Cocchiara";"Montenero Val Cocchiara";;86080;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;F580;41,7148090;14,0658789;22,1477
094030;Monteroduni;Monteroduni;;86075;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;F601;41,5226019;14,1756988;37,4332
094031;Pesche;Pesche;;86090;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;G486;41,6109746;14,2817871;12,8459
094032;Pescolanciano;Pescolanciano;;86097;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;G495;41,6787216;14,3368036;34,5289
094033;Pescopennataro;Pescopennataro;;86080;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;G497;41,8780199;14,2947985;18,7442
094034;"Pettoranello del Molise";"Pettoranello del Molise";;86090;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;G523;41,5732635;14,2771671;15,6957
094035;Pietrabbondante;Pietrabbondante;;86085;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;G606;41,7486663;14,3874472;27,4381
094036;Pizzone;Pizzone;;86071;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;G727;41,6668258;14,0357337;33,3437
094037;"Poggio Sannita";"Poggio Sannita";;86086;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;B317;41,7790466;14,4137280;25,6228
094038;Pozzilli;Pozzilli;;86077;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;G954;41,5001153;14,0927389;34,3966
094039;"Rionero Sannitico";"Rionero Sannitico";;86087;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;H308;41,7122198;14,1397722;29,6069
094040;Roccamandolfi;Roccamandolfi;;86092;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;H420;41,4929276;14,3492952;53,4705
094041;Roccasicura;Roccasicura;;86080;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;H445;41,6982861;14,2315480;28,6816
094042;"Rocchetta a Volturno";"Rocchetta a Volturno";;86070;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;H458;41,6242163;14,0857487;23,3309
094043;"San Pietro Avellana";"San Pietro Avellana";;86088;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;I096;41,7886068;14,1837398;44,6682
094044;Sant'Agapito;Sant'Agapito;;86070;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;I189;41,5437397;14,2216791;15,9640
094045;"Santa Maria del Molise";"Santa Maria del Molise";;86096;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;I238;41,5524276;14,3708003;17,0676
094046;"Sant'Angelo del Pesco";"Sant'Angelo del Pesco";;86080;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;I282;41,8830173;14,2556138;15,6562
094047;"Sant'Elena Sannita";"Sant'Elena Sannita";;86095;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;B466;41,5764350;14,4716510;13,9331
094048;Scapoli;Scapoli;;86070;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;I507;41,6152943;14,0588035;19,0558
094049;"Sessano del Molise";"Sessano del Molise";;86097;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;I679;41,6382378;14,3319021;25,6013
094050;"Sesto Campano";"Sesto Campano";;86078;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;I682;41,4212701;14,0769995;35,3365
094051;Vastogirardi;Vastogirardi;;86089;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;L696;41,7742152;14,2595877;60,8071
094052;Venafro;Venafro;;86079;IS;Isernia;Provincia;14;Molise;"statuto ordinario";Sud;NO;L725;41,4857263;14,0450786;46,6125
095001;Abbasanta;Abbasanta;;09071;OR;Oristano;Provincia;20;Sardegna;"statuto speciale";Isole;NO;A007;40,1238434;8,8210489;39,8155
095002;Aidomaggiore;Aidomaggiore;;09070;OR;Oristano;Provincia;20;Sardegna;"statuto speciale";Isole;NO;A097;40,1717081;8,8562723;41,2362
095003;Albagiara;Albagiara;;09090;OR;Oristano;Provincia;20;Sardegna;"statuto speciale";Isole;NO;A126;39,7885562;8,8602779;9,1697
095004;Ales;Ales;;09091;OR;Oristano;Provincia;20;Sardegna;"statuto speciale";Isole;NO;A180;39,7691496;8,8159032;22,2043
095005;Allai;Allai;;09080;OR;Oristano;Provincia;20;Sardegna;"statuto speciale";Isole;NO;A204;39,9581021;8,8600076;27,4814
095006;Arborea;Arborea;;09092;OR;Oristano;Provincia;20;Sardegna;"statuto speciale";Isole;NO;A357;39,7744121;8,5819723;94,6679
095007;Ardauli;Ardauli;;09081;OR;Oristano;Provincia;20;Sardegna;"statuto speciale";Isole;NO;A380;40,0815395;8,9111149;20,5644
095008;Assolo;Assolo;;09080;OR;Oristano;Provincia;20;Sardegna;"statuto speciale";Isole;NO;A477;39,8098835;8,9165607;16,3373
